Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
turnabout2_3198555a	ld	Abbassa la cresta, intruso! {w}Sparisci dalla mia vista prima che ti cancello dalla faccia della terra.	game/scripts/turnabout_witch.rpy	406	ld "[what]"
turnabout2_06f3e5b4	ld	Questo gioco che io ho organizzato sta per volgere al termine.	game/scripts/turnabout_witch.rpy	410	ld "[what]"
turnabout2_4a91564f	ld	Il re di Bern è con le spalle al muro, e ormai cadrà nel giro di due o tre frammenti. {w}Mentre il mio re è ancora solidamente arroccato dietro tre impenetrabili difese.	game/scripts/turnabout_witch.rpy	412	ld "[what]"
turnabout2_e04732c7	ld	Nessuno può sfuggire al destino scelto. {w}Ormai solo un miracolo ribalterebbe il risultato.	game/scripts/turnabout_witch.rpy	414	ld "[what]"
turnabout2_c427fa6b	ld	Per miracolo si intende un fattore oltre ogni previsione che trasforma la certezza in incertezza.	game/scripts/turnabout_witch.rpy	416	ld "[what]"
turnabout2_f2a11f6a	ld	Una cosa del genere non può essere tollerata nel mio mondo.	game/scripts/turnabout_witch.rpy	420	ld "[what]"
turnabout2_e1093fb2	ck	Hehehahaha. Hai sentito Bern?	game/scripts/turnabout_witch.rpy	423	ck "[what]"
turnabout2_38704408	ck	La mocciosa pensa che io faccia miracoli, deve avermi scambiato per Gesù o per il Buddha.	game/scripts/turnabout_witch.rpy	423	ck "[what]"
turnabout2_b70d0830	ck	Ma sfortunatamente per te Lambda... non sono un pacifista nè ho nessuna intenzione di porgere l'altra guancia.	game/scripts/turnabout_witch.rpy	429	ck "[what]"
turnabout2_ad6bf5f2	ck	Visto che sei venuta di persona a farti pestare ci penserò io a rimandare i tuoi resti al frammento da cui vieni.	game/scripts/turnabout_witch.rpy	432	ck "[what]"
turnabout2_5f3dbf06	n	Ti prepari a sferrare un attacco contro Lambdadelta. {w}Strega o no, l'avversario è molto più basso e gracile di te, non c'è motivo di esitare.	game/scripts/turnabout_witch.rpy	435	n "[what]"
turnabout2_59e1baf0	n	Durante il tuo tempo da militare si stato addestrato al combattimento corpo a corpo, e da allora non hai mai trascurato l'allenamento.	game/scripts/turnabout_witch.rpy	435	n "[what]"
turnabout2_d0dddcba	n	La distanza, la differenza di altezza, la disposizione dei mobili. {w}In una frazione di secondo valuti tutti i fattori dell'ambiente e selezioni la mossa più efficace dal tuo repertorio.	game/scripts/turnabout_witch.rpy	435	n "[what]"
turnabout2_f6fdd645	n	Approcci il nemico dalla sinistra, ma è soltanto una finta, e un attimo dopo ti ritrovi alla sua destra. {w}Ormai è fatta, il tuo attacco non può più mancare.	game/scripts/turnabout_witch.rpy	457	n "[what]"
turnabout2_c3b7e290	n	Il tuo campo visivo è compromesso... deve aver fatto qualcosa.	game/scripts/turnabout_witch.rpy	469	n "[what]"
turnabout2_88a0e837	n	Nonostante l'inconveniente cerchi di mandare a termine la presa.	game/scripts/turnabout_witch.rpy	469	n "[what]"
turnabout2_de874e4a	n	Ma ti accorgi che le tue braccia non sono dove dovrebbero essere. {w}No, nessun pezzo del tuo corpo è più nella posizione giusta.	game/scripts/turnabout_witch.rpy	469	n "[what]"
turnabout2_cb9478ec	n	Incapace di reggerti in piedi ti accasci sul pavimento, ormai poco più che un mucchio di poltiglia. {w}Decisamente un cadavere ma ancora del tutto cosciente.	game/scripts/turnabout_witch.rpy	477	n "[what]"
turnabout2_61585258	bk	Check, per quanto hai intenzione di rimanere in quello stato? {w}Non dirmi che ti credi ancora un essere umano.	game/scripts/turnabout_witch.rpy	480	bk "[what]"
turnabout2_83b4096e	bk	Alle esistenze come noi non si applica il concetto di vita e di morte. Non è possibile per una strega sottomettere un'altra strega con la violenza.	game/scripts/turnabout_witch.rpy	482	bk "[what]"
turnabout2_ad15ff4a	bk	...Vedo che stai avendo qualche problema. D'accordo, per questa volta ti darò una mano io.	game/scripts/turnabout_witch.rpy	484	bk "[what]"
turnabout2_fe3dcd40	ck	Haah, uff, haah.	game/scripts/turnabout_witch.rpy	494	ck "[what]"
turnabout2_fdfc49b4	ck	Hai sentito? Le tue minacce sono vuote. {w}Non puoi eliminarmi, e quindi cerchi farmi rinunciare per vie traverse.	game/scripts/turnabout_witch.rpy	498	ck "[what]"
turnabout2_4f82c861	ld	Un bel passo in dietro da parte di chi un momento fa ha dichiarato che mi avrebbe rimandata indietro a pezzi.	game/scripts/turnabout_witch.rpy	500	ld "[what]"
turnabout2_08ecfd1c	ck	Dì quello che vuoi, ma anche se puoi imporre regole su quello che faccio ma non mi puoi cacciare via.	game/scripts/turnabout_witch.rpy	502	ck "[what]"
turnabout2_b3b832e6	ck	Vuol dire che nonstante tutto non puoi fare nulla contro la nostra superiorità numerica.	game/scripts/turnabout_witch.rpy	504	ck "[what]"
turnabout2_e4fe7f63	ld	Se solo lo volessi potrei potrei farti assaggiare una tortura tale da convincerti ad abbandonare la partita in un secondo.	game/scripts/turnabout_witch.rpy	508	ld "[what]"
turnabout2_9f8612be	ld	Ma c'è una soluzione di gran lunga più interessante che io e Bern stavamo discutendo prima del tuo arrivo.	game/scripts/turnabout_witch.rpy	514	ld "[what]"
turnabout2_c74a56f4	ld	Se lei può avere un servo aiutante, non vedo perchè non possa averne uno io.	game/scripts/turnabout_witch.rpy	517	ld "[what]"
turnabout2_c506c3a4	ld	Abracabula magicadabra. {w}Palesati mia pedina.	game/scripts/turnabout_witch.rpy	519	ld "[what]"
turnabout2_42a216cb	n	Sul tavolo del salotto si materializza un cerchio magico, e l'energia che ne fuoriesce fa cadere l'intero servizio da tè.	game/scripts/turnabout_witch.rpy	523	n "[what]"
turnabout2_235c5119	n	Infine, dal cerchio magico fuoriesce un losco figuro.	game/scripts/turnabout_witch.rpy	525	n "[what]"
turnabout2_e5b29b78	hb	HANANANANA! Finalmente un po d'aria fresca.	game/scripts/turnabout_witch.rpy	530	hb "[what]"
turnabout2_8968c503	ck	Ci mancava solo un trap.	game/scripts/turnabout_witch.rpy	534	ck "[what]"
turnabout2_43106782	ck	E tu chi saresti, sentiamo?	game/scripts/turnabout_witch.rpy	536	ck "[what]"
turnabout2_a452b4c8	hb	Per farla semplice, sono te ma più forte, Check. {w}Come tu lavori per la goth apatica, io lavoro per la Mussololi quì presente.	game/scripts/turnabout_witch.rpy	538	hb "[what]"
turnabout2_c063a66a	n	bzzzz	game/scripts/turnabout_witch.rpy	543	n "[what]"
turnabout2_0d0b6ab9	ld	{cps=*0.2}LA-M-B-DA{/cps}!	game/scripts/turnabout_witch.rpy	545	ld "[what]"
turnabout2_f00509fa	hb	Ho capito, ho capito. {w}Non ti stanchi proprio mai eh?	game/scripts/turnabout_witch.rpy	548	hb "[what]"
turnabout2_dc27b55f	hb	Beh, sentita la notizia? Pare che io e te ci scontreremo.	game/scripts/turnabout_witch.rpy	553	hb "[what]"
turnabout2_2b470918	hb	Naturalmente, è inutile dire che la mia entrata in scena marcherà la tua fine.	game/scripts/turnabout_witch.rpy	555	hb "[what]"
turnabout2_410ea055	ck	Vedo che le minacce vuote sono un vostro vizio.{w} Hey, ti hanno mai detto che la mimetica non aiuta quando la tua testa arancione risalta più di un cono stradale?	game/scripts/turnabout_witch.rpy	557	ck "[what]"
turnabout2_232d91e0	hb	Hah, e tu invece ti sei visto con quel cappotto {i}cringe{/i}? Credi di essere in Matrix? {w}Evidentemente non hai il taste minimo necessario per capire quanto questo outfit sia {b}CHAD{/b}.	game/scripts/turnabout_witch.rpy	559	hb "[what]"
turnabout2_55b5742e	ck	Si come no. Non si capisce neanche se sei uomo o donna.	game/scripts/turnabout_witch.rpy	561	ck "[what]"
turnabout2_15d6bc98	hb	Vuoi davvero scoprirlo?	game/scripts/turnabout_witch.rpy	564	hb "[what]"
turnabout2_9528d929	ck	HNNOOOOH!	game/scripts/turnabout_witch.rpy	567	ck "[what]"
turnabout2_ef47f0eb	ck	...Aspetta{w}, questa conversazione ha un qualcosa di familiare...	game/scripts/turnabout_witch.rpy	570	ck "[what]"
turnabout2_210c8832	ck	Chi sei?	game/scripts/turnabout_witch.rpy	571	ck "[what]"
turnabout2_a4e2afe0	hb	Non mi dire che è bastato un cambio di acconciatura per farti dimenticare di me.	game/scripts/turnabout_witch.rpy	573	hb "[what]"
turnabout2_6ee8faf0	hb	Dopo tutto quello che abbiamo passato. {w}Ricordo ancora come ieri quando mi chiamavi {b}Sir{/b}.	game/scripts/turnabout_witch.rpy	576	hb "[what]"
turnabout2_337f4271	ck	Impossibile.....{w} Hanabi???	game/scripts/turnabout_witch.rpy	578	ck "[what]"
turnabout2_a608efd0	hb	Ce ne hai messo per capirlo, hanananana.	game/scripts/turnabout_witch.rpy	582	hb "[what]"
turnabout2_eaaebdf7	bk	Check, costui sembra conoscerti, è per caso un tuo amico?	game/scripts/turnabout_witch.rpy	585	bk "[what]"
turnabout2_d26540a4	ck	Lo è stato... {w}o almeno è quello che credevo un tempo.	game/scripts/turnabout_witch.rpy	588	ck "[what]"
turnabout2_996be0bc	ck	Siamo stati compagni nell'esercito, nonostante fossimo entrambi giovani riuscimmo a ottenere dei posti in una squadra di anti terrorismo d'elite.	game/scripts/turnabout_witch.rpy	588	ck "[what]"
turnabout2_ac90ed71	hb	Tanta fatica sprecata. Visto che al punto di svolta della nostra carriera hai voluto a tutti i costi abbandonare la tua posizione nell'esercito.	game/scripts/turnabout_witch.rpy	594	hb "[what]"
turnabout2_af7cd284	hb	Dicevi di volere fondare la tua organizzazione. {w}Che dovevi adoperarti per proteggere il pudore e la morale.	game/scripts/turnabout_witch.rpy	594	hb "[what]"
turnabout2_d57c92b5	hb	Io ti ho avvertito di quanto cringe e patetica fosse la tua idea, ma tu niente, come al solito non mi hai dato retta.	game/scripts/turnabout_witch.rpy	600	hb "[what]"
turnabout2_27aec078	hb	Ed ecco il risultato, ancora peggio del previsto. Hananananananana.	game/scripts/turnabout_witch.rpy	600	hb "[what]"
turnabout2_80748692	ck	Non mi pento minimamente delle mie scelte. {w}E tu invece, mi sorprende che sei ancora vivo.	game/scripts/turnabout_witch.rpy	604	ck "[what]"
turnabout2_9df9ee5b	hb	Basta così, avremo tutto il tempo per i ricordi durante il nostro duello.	game/scripts/turnabout_witch.rpy	606	hb "[what]"
turnabout2_40f1cf78	ck	Ora che ci penso, il nostro ultimo scontro è finito in pareggio.{w} Non sono il tipo che si tira indietro davanti a una sfida, fatti sotto.	game/scripts/turnabout_witch.rpy	609	ck "[what]"
turnabout2_a603f5a5	ld	Ma allora sei veramente sordo.	game/scripts/turnabout_witch.rpy	620	ld "[what]"
turnabout2_3a48b821	bk	Come stabilito pochi minuti fa, le arti marziali non hanno nessuna utilità in questo contesto.	game/scripts/turnabout_witch.rpy	622	bk "[what]"
turnabout2_20f4eff3	ld	Ringrazia la mia generosità.	game/scripts/turnabout_witch.rpy	624	ld "[what]"
turnabout2_49f0a4f0	ld	Visto che se sei così ostinato a intrometterti in una lotta tra streghe, ti ho portato un avversario per tenerti compagnia.	game/scripts/turnabout_witch.rpy	626	ld "[what]"
turnabout2_abd12d60	ld	Ma quando sei a Roma fai come i romani, e quando sei quà fai come fanno le streghe, non duellerete a pugni, ma a deduzioni!	game/scripts/turnabout_witch.rpy	628	ld "[what]"
turnabout2_46b3987c	ld	Così saremo di nuovo solo io e te, Bernkastel.	game/scripts/turnabout_witch.rpy	631	ld "[what]"
turnabout2_0c1bec35	ld	Il tuo zuccone se la vedrà faccia a faccia con il mio zuccone, nessuno ci potrà disturbare.	game/scripts/turnabout_witch.rpy	633	ld "[what]"
turnabout2_3751bf29	ld	E per quando torneranno avrò già vinto da un pezzo! Hahahahaha.	game/scripts/turnabout_witch.rpy	635	ld "[what]"
turnabout2_e1d4adb9	bk	Ho soltanto una condizione. {w}Bandire l'utilizzo delle regole in giallo.	game/scripts/turnabout_witch.rpy	637	bk "[what]"
turnabout2_90428da8	ld	Uuh? E perchè mai?	game/scripts/turnabout_witch.rpy	640	ld "[what]"
turnabout2_332267f0	bk	Adesso che Check è integrato nel sistema non si pone il bisogno di limitare le sue capacità.	game/scripts/turnabout_witch.rpy	642	bk "[what]"
turnabout2_9ef1fd0d	bk	Chi ci da la certezza che non ti intrometterai di nuovo all'ultimo minuto?	game/scripts/turnabout_witch.rpy	644	bk "[what]"
turnabout2_a00e7a8b	ld	Perchè mai dovrei barare quando so di vincere?	game/scripts/turnabout_witch.rpy	647	ld "[what]"
turnabout2_64441086	ld	Il giallo è più una sorta di arbitro, ecco...	game/scripts/turnabout_witch.rpy	649	ld "[what]"
turnabout2_02c2d62a	ld	Ci sono! Mi basta fare una regola che mi da il diritto di fare regole. {w}Come ho fatto a non pensarci prima!	game/scripts/turnabout_witch.rpy	652	ld "[what]"
turnabout2_8469bdc4	hb	La classica decisione all'araba.	game/scripts/turnabout_witch.rpy	656	hb "[what]"
turnabout2_5fed3c74	bk	Aspetta...	game/scripts/turnabout_witch.rpy	658	bk "[what]"
turnabout2_d85d447e	ck	Adesso ho capito. {w}Si, ho capito benissimo come ragioni.	game/scripts/turnabout_witch.rpy	667	ck "[what]"
turnabout2_ac4ee95d	ck	Tu arrivi dal nulla e ci accusi di non stare alle regole che hai deciso da sola.{w} Quando le cose non ti va a genio le cambi, e quanto non le puoi cambiare fai appello alla sportività.	game/scripts/turnabout_witch.rpy	669	ck "[what]"
turnabout2_0272e6a2	ck	"La palla è mia quindi decido io." Questo è il tuo motto.	game/scripts/turnabout_witch.rpy	670	ck "[what]"
turnabout2_f2ced389	ld	E cosa ci sarebbe di male?	game/scripts/turnabout_witch.rpy	671	ld "[what]"
turnabout2_565ff98f	n	.............................	game/scripts/turnabout_witch.rpy	675	n "[what]"
turnabout2_d582e075	ld	Hey, non zittirti all'improvviso, che cosa stai facendo?	game/scripts/turnabout_witch.rpy	677	ld "[what]"
turnabout3_f4602300	ck	Sei tu Lambda a non avere la mencheminima sportività!	game/scripts/turnabout_witch.rpy	689	ck "[what]"
turnabout3_c11a28b7	ld	Gaah! {w}Come.. come ti permetti!	game/scripts/turnabout_witch.rpy	693	ld "[what]"
turnabout3_390e591d	bk	{i}Era veramente necessario evocare un intero tribunale?{/i}	game/scripts/turnabout_witch.rpy	697	bk "[what]"
turnabout3_857eefdd	ck	Tu dici di avere tutto sotto controllo! Ma io non me la bevo!	game/scripts/turnabout_witch.rpy	701	ck "[what]"
turnabout3_2305f38c	ck	La verità è che sai di poter perdere. Per questo hai iniziato a metterci i bastoni tra le ruote, prendendo pure il rischio di annunciare la tua presenza!	game/scripts/turnabout_witch.rpy	701	ck "[what]"
turnabout3_1440d7d7	hb	OBIEZIONE!	game/scripts/turnabout_witch.rpy	712	hb "[what]"
turnabout3_98c250ee	hb	Le accuse di Check sono infondate vostro onore. L'imputata è innocente!	game/scripts/turnabout_witch.rpy	714	hb "[what]"
turnabout3_c68a5828	ck	Eppure il suo comportamento non si spiega altrimenti!	game/scripts/turnabout_witch.rpy	718	ck "[what]"
turnabout3_6ec100b7	hb	Non capisci? È logico Check. La mia padrona ha un potere assoluto capace letteralmente di rendere inevitabile qualsiasi evento lei voglia.	game/scripts/turnabout_witch.rpy	723	hb "[what]"
turnabout3_44f001be	hb	Che motivo avrebbe di scendere a patti con elementi patetici come voi?	game/scripts/turnabout_witch.rpy	725	hb "[what]"
turnabout3_245af4f7	hb	Perchè non provate a eguagliarci in forza prima di chiedere dei diritti?	game/scripts/turnabout_witch.rpy	728	hb "[what]"
turnabout3_d1d57087	ck	Se credete di essere gli unici con delle armi vi sbagliate alla grande.	game/scripts/turnabout_witch.rpy	732	ck "[what]"
turnabout3_0b30900d	ck	Avevo pensato di tenerlo segreto, ma vedo che le notizie viaggiano in fretta.	game/scripts/turnabout_witch.rpy	734	ck "[what]"
turnabout3_d51b2ccf	ck	Ebbene si Lambda, col la mia {nw}	game/scripts/turnabout_witch.rpy	737	ck "[what]"
turnabout3_85372a96	extend	{color=#480000}{b}prospettiva fantasma{/b}{/color} non ho più nessun limite alle informazioni che posso raccogliere.	game/scripts/turnabout_witch.rpy	739	extend "[what]"
turnabout3_2d222fb0	ck	È questo che temevi più di ogni altra cosa, non è vero?	game/scripts/turnabout_witch.rpy	741	ck "[what]"
turnabout3_925277dc	ld	Hahahahaha, ammetterò che mi ha sorpreso, ma non penserai veramente che basti quello per raggiungere la vittoria, vero?	game/scripts/turnabout_witch.rpy	747	ld "[what]"
turnabout3_e4db323c	hb	Anche se scoprissi tutto quello che c'è da sapere, cosa ti fa pensare che riuscirai a risolvere questo mistero?	game/scripts/turnabout_witch.rpy	750	hb "[what]"
turnabout3_c2ac6218	ck	Sai benissimo che non ti conviene sottovalutare le mie capacità.	game/scripts/turnabout_witch.rpy	753	ck "[what]"
turnabout3_1d399ed8	hb	Riformulo la domanda.	game/scripts/turnabout_witch.rpy	756	hb "[what]"
turnabout3_f16d97fc	hb	Cosa ti fa pensare che una soluzione ci sia?	game/scripts/turnabout_witch.rpy	759	hb "[what]"
turnabout3_11d8947e	hb	Hai mai pensato che la spiegazione possa davvero essere sovrannaturale?	game/scripts/turnabout_witch.rpy	763	hb "[what]"
turnabout3_3fc5f8d3	hb	Dopotutto esistono le streghe e il multiverso, a questo punto un dio che maledice non è poi così assurdo.	game/scripts/turnabout_witch.rpy	765	hb "[what]"
turnabout3_8f256dcf	ld	Specialmente se è la strega della certezza a renderlo verità.	game/scripts/turnabout_witch.rpy	769	ld "[what]"
turnabout3_2ec452f3	ck	Qualcuno in quel dannato villaggio deve pur sapere cosa succede veramente. Mi basterà seguire lui.	game/scripts/turnabout_witch.rpy	772	ck "[what]"
turnabout3_1c4050e3	hb	Non siamo in un romanzo giallo, nessuno ha preparato ad arte gli indizi per farli trovare al detective e al lettore. {w}Questo è il mondo reale.	game/scripts/turnabout_witch.rpy	777	hb "[what]"
turnabout3_d65ca757	ld	Ma con un pizzico di magia.	game/scripts/turnabout_witch.rpy	781	ld "[what]"
turnabout3_6a047ae3	ck	Sarai anche capace come militare, ma di investigazioni non ne sai niente Hanabi.	game/scripts/turnabout_witch.rpy	787	ck "[what]"
turnabout3_9642e63c	ck	So bene che nel mondo reale non avrai mai tutti gli indizi. Ecco perchè In ultimo é l'intuito a portarti alla soluzione.	game/scripts/turnabout_witch.rpy	789	ck "[what]"
turnabout3_b7541327	hb	Il che rende la tua abilità non più così assoluta.	game/scripts/turnabout_witch.rpy	793	hb "[what]"
turnabout3_af80f465	hb	Colpito e affondato.	game/scripts/turnabout_witch.rpy	797	hb "[what]"
turnabout3_5c5f35b1	ck	Grrr.{w} Hey Bern, digliene quattro anche tu!	game/scripts/turnabout_witch.rpy	802	ck "[what]"
turnabout3_a1395ca5	bk	Se per voi è tutto un gioco, non toglie qualsiasi interesse sapere che non potete perdere?	game/scripts/turnabout_witch.rpy	805	bk "[what]"
turnabout3_1769aafb	hb	Oh, ma la possibilità di perdere esiste. 	game/scripts/turnabout_witch.rpy	809	hb "[what]"
turnabout3_8dcc96f3	extend	Solo che è pari a ZERO!	game/scripts/turnabout_witch.rpy	811	extend "[what]"
turnabout3_ee53271b	hb	È la stessa filosofia del presidente di un certo club a Hinamizawa. Vittoria a tutti i costi.	game/scripts/turnabout_witch.rpy	814	hb "[what]"
turnabout3_af773d24	ck	Perchè devo discutere con questo clown?	game/scripts/turnabout_witch.rpy	820	ck "[what]"
turnabout3_59296a1f	hb	Tu non sei un clown, sei l'intero circo.	game/scripts/turnabout_witch.rpy	825	hb "[what]"
turnabout3_400151c1	ck	Vostro onore, i suoi argomenti non hanno nessun senso!	game/scripts/turnabout_witch.rpy	832	ck "[what]"
turnabout3_9c7045de	ld	Ha abbastanza senso per me. {w}Obiezione rifiutata!	game/scripts/turnabout_witch.rpy	837	ld "[what]"
turnabout3_e14f7152	ck	COSA? Ora sei anche il giudice?	game/scripts/turnabout_witch.rpy	841	ck "[what]"
turnabout3_c9260a79	bent_ld	*bam* *bam* Silenzio in aula!	game/scripts/turnabout_witch.rpy	847	bent_ld "[what]"
turnabout3_84110b66	hb	Hai capito adesso? Sei ancora convinto di avere una scelta oltre che stare al nostro gioco?	game/scripts/turnabout_witch.rpy	851	hb "[what]"
turnabout3_4b015a72	ld	Basta, adesso questto gioco di ruolo mi sta annoiando, vediamo di finirla.	game/scripts/turnabout_witch.rpy	855	ld "[what]"
turnabout3_a0eaae1b	ld	{i}{color=#ffe674}Per il resto del processo l'accusa non può contraddire la difesa.{/color}{/i}	game/scripts/turnabout_witch.rpy	857	ld "[what]"
turnabout3_eea4e942	ck	......................	game/scripts/turnabout_witch.rpy	861	ck "[what]"
turnabout3_66acf43d	bk	......................	game/scripts/turnabout_witch.rpy	864	bk "[what]"
turnabout3_f7bde591	bent_ld	Che c'è, la strega vi ha mangiato la lingua?	game/scripts/turnabout_witch.rpy	868	bent_ld "[what]"
turnabout3_d03d1dd8	hb	Vostro onore, l'accusa non sembra avere ulteriori commenti.	game/scripts/turnabout_witch.rpy	871	hb "[what]"
turnabout3_f0c2a4f6	ld	Proceda pure con la replica conclusiva, avvocato Hanabi.	game/scripts/turnabout_witch.rpy	875	ld "[what]"
turnabout3_90e10015	hb	Con piacere.	game/scripts/turnabout_witch.rpy	881	hb "[what]"
turnabout3_54d632b0	hb	Onorevoli giurati, quanto è emerso da questo processo indica la chiara innocenza della mia cliente.	game/scripts/turnabout_witch.rpy	884	hb "[what]"
turnabout3_b4b0071d	hb	Delle inguste calunnie sono state mosse nei suoi confronti. {w}Accuse di non sportività, e tentativi di limitare la sua assoluta influenza.	game/scripts/turnabout_witch.rpy	884	hb "[what]"
turnabout3_50f8f0ee	hb	Chi ha bisogno regole condivise? {w}Anche quando le fondamenta stesse del gioco vengono mutate a suo proprio piacimento, non è forse una dimostrazione di genio strategico?	game/scripts/turnabout_witch.rpy	884	hb "[what]"
turnabout3_978d3094	hb	Dopo tutto, chi può competere con la mente illuminata della signora Mussololi? È un'innovatrice, una visionaria, maestra del capriccio.	game/scripts/turnabout_witch.rpy	884	hb "[what]"
turnabout3_853404dc	hb	Con la grazia di un calciatore che fa gol a porta vuota e poi si porta via il pallone. {w}Con la caparbietà del bambino che batte in una sola mossa sasso carta e forbice facendo una pistola con le dita.	game/scripts/turnabout_witch.rpy	884	hb "[what]"
turnabout3_e2954426	hb	E i comuni mortali possono solo immaginare quale possa essere la sensazione provata da chi ha raggiunto simili vette di eccelsa meschinità.	game/scripts/turnabout_witch.rpy	884	hb "[what]"
turnabout3_c1d4f017	hb	Il perchè è presto detto. {w}Le persone inferiori portano con se una zavorra chiamata coscienza, ma lei è libera da tali pesi, e si libra nel cielo come un leggiadro avvoltoio.	game/scripts/turnabout_witch.rpy	884	hb "[what]"
turnabout3_b13397e4	hb	Sia lodata Mussololi nei secoli dei secoli amen.	game/scripts/turnabout_witch.rpy	884	hb "[what]"
turnabout3_75723e21	hb	Vostro onore, non ho niente da aggiungere........	game/scripts/turnabout_witch.rpy	903	hb "[what]"
turnabout3_5071dc6b	n	......................................................................................................	game/scripts/turnabout_witch.rpy	912	n "[what]"
turnabout3_b9900dcb	n	.................	game/scripts/turnabout_witch.rpy	916	n "[what]"
turnabout3_a99ca682	bk	{color=#0000cf}Codarda.{/color}	game/scripts/turnabout_witch.rpy	921	bk "[what]"
turnabout3_3522975b	ld	Perchè sono sempre tutti contro di meeeeeeeeee!	game/scripts/turnabout_witch.rpy	929	ld "[what]"
turnabout3_74533d1e	ld	Ascolta attentamente pedina, hai una sola possibilità. {w}Perdi contro Check e sarai smantellato all'istante!	game/scripts/turnabout_witch.rpy	932	ld "[what]"
turnabout3_628ee303	ld	A differenza di loro ti ho creato io, non pensare per un istante che non possa distruggerti.	game/scripts/turnabout_witch.rpy	934	ld "[what]"
turnabout3_43d817e5	ld	E adesso fuori dal mio tribunaleeeeeeeee!!!	game/scripts/turnabout_witch.rpy	937	ld "[what]"
turnabout3_93b4aead	n	In un'istante, esattamente sotto Hanabi si apre una botola senza fondo dove prima c'era solo il pavimento.	game/scripts/turnabout_witch.rpy	941	n "[what]"
turnabout3_72ed3549	hb	HANNAAAAAAAaaaaaaaa...	game/scripts/turnabout_witch.rpy	947	hb "[what]"
turnabout3_acfd81ee	ld	E voi due, che sia chiaro, niente di quello che ha detto è vero.	game/scripts/turnabout_witch.rpy	961	ld "[what]"
turnabout3_e41d4a88	ld	Non è che avessi paura di perdere, ecco si, stavo solo testando come avreste reagito.	game/scripts/turnabout_witch.rpy	965	ld "[what]"
turnabout3_da05e239	ld	Ora ho finito di aggiungere regole, tanto non ne avrò più bisogno.	game/scripts/turnabout_witch.rpy	967	ld "[what]"
turnabout3_904a0c36	ld	Potete gioire.	game/scripts/turnabout_witch.rpy	969	ld "[what]"
turnabout3_4527003a	bk	Una promessa lascia il tempo che trova, se davvero accetti le nostre condizioni usa il tuo stesso potere per rendere l'accordo vincolante.	game/scripts/turnabout_witch.rpy	973	bk "[what]"
turnabout3_76ead160	ld	Mmmh. E sia.	game/scripts/turnabout_witch.rpy	975	ld "[what]"
turnabout3_a0daad8e	ld	{i}{color=#ffe674}Ogni futuro cambio alle regole dovrà essere di comune accordo tra Lambdadelta e Bernkastel.{/color}{/i}	game/scripts/turnabout_witch.rpy	977	ld "[what]"
turnabout3_a73a9e2b	ld	Ecco, contenti? Fate come vi pare, tanto il mistero è al {b}100%%{/b} irrisolvibile. Chiaro?!	game/scripts/turnabout_witch.rpy	979	ld "[what]"
turnabout3_2e59f47a	ck	Aspetta, hai dimenticato di annullare le regole già presenti.	game/scripts/turnabout_witch.rpy	983	ck "[what]"
turnabout3_4fbb3a04	ld	Te l'ho già detto, una volta che rendo certo un fatto nemmeno io lo posso revocare.	game/scripts/turnabout_witch.rpy	986	ld "[what]"
turnabout3_3b3add70	ld	Altrimenti con che faccia potrei chiamarmi la strega della certezza?	game/scripts/turnabout_witch.rpy	989	ld "[what]"
turnabout3_c7fcc540	ld	{i}{color=#ffe674}Il giallo non può contraddire se stesso.{/color}{/i} {w}E questo è un fatto.	game/scripts/turnabout_witch.rpy	992	ld "[what]"
turnabout3_474d27eb	ck	Hey! Ma allora come...	game/scripts/turnabout_witch.rpy	995	ck "[what]"
turnabout3_ba6b2dc5	bk	Per quella questione lascia fare a me. {w}Ho un'idea che voglio testare, ma ci vorrà del tempo.	game/scripts/turnabout_witch.rpy	1000	bk "[what]"
turnabout3_fed5c1de	bk	Nel mentre Check, è meglio non fare aspettare il tuo rivale. {w}Devo ammettere che il risultato del vostro scontro mi incuriosisce non poco.	game/scripts/turnabout_witch.rpy	1002	bk "[what]"
turnabout3_4c2d18a3	ck	Sono nato pronto.	game/scripts/turnabout_witch.rpy	1006	ck "[what]"
turnabout3_76d30481	ck	Però... nessuno mi mi ha ancora detto in cosa consiste la sfida.	game/scripts/turnabout_witch.rpy	1008	ck "[what]"
turnabout3_8d6e8403	bk	Hai dimenticato il nostro obiettivo? Risolvere i misteri di Hinamizawa.	game/scripts/turnabout_witch.rpy	1013	bk "[what]"
turnabout3_aec0b153	ld	E il nostro è fare in modo che non succeda.	game/scripts/turnabout_witch.rpy	1017	ld "[what]"
turnabout3_bf962f24	bk	Avrai la libertà di esaminare un frammento, e alla fine dovrai formulare una teoria.	game/scripts/turnabout_witch.rpy	1021	bk "[what]"
turnabout3_de19627d	bk	Ma il tuo rivale non starà soltanto a guardare, cercherà di seminare rumore e confusione nelle tue deduzioni.	game/scripts/turnabout_witch.rpy	1023	bk "[what]"
turnabout3_a1a4f211	ld	Dopo quando mi ha dato sui nervi quel clown impertinente, ho quasi voglia di tifare per te.	game/scripts/turnabout_witch.rpy	1028	ld "[what]"
turnabout3_05427136	ld	Mhhhhhh. {w}No, ora che ci penso mi stai abbanzanza antipatico anche tu.	game/scripts/turnabout_witch.rpy	1031	ld "[what]"
